AT1G01830	Sobic.001G321200	0.58	O
AT1G01830	Sobic.001G531700	0.56	O
AT1G01860	Sobic.004G020800	0.57	O
AT1G01880	Sobic.002G268900	0.49	O
AT1G01910	Sobic.002G268800	0.74	O
AT1G01920	Sobic.010G016600	0.52	O
AT1G01930	Sobic.006G186400	0.47	O
AT1G01940	Sobic.010G021100	0.89	O
AT1G01950	Sobic.010G027500	0.69	O
AT1G01960	Sobic.001G437400	0.67	O
AT1G01970	Sobic.002G406400	0.45	O
AT1G02000	Sobic.001G436100	0.65	O
AT1G02010	Sobic.004G136300	0.67	PAM
AT1G02010	Sobic.010G026200	0.64	O
AT1G02020	Sobic.003G376800	0.56	O
AT1G02030	Sobic.001G301900	0.33	O
AT1G02030	Sobic.004G294100	0.32	O
AT1G02030	Sobic.006G171600	0.34	O
AT1G02050	Sobic.001G215000	0.55	O
AT1G02060	Sobic.004G019500	0.37	O
AT1G02070	Sobic.004G295000	0.38	O
AT1G02070	Sobic.006G171050	0.32	O
AT1G02080	Sobic.001G299700	0.50	O
AT1G02080	Sobic.001G542400	0.52	O
AT1G02090	Sobic.002G306600	0.64	O
AT1G02100	Sobic.010G029900	0.66	O
AT1G02110	Sobic.001G296100	0.51	O
AT1G02120	Sobic.002G306700	0.40	O
AT1G02130	Sobic.003G189000	0.85	PAM
AT1G02130	Sobic.004G297700	0.89	O
AT1G02140	Sobic.002G238800	0.74	O
AT1G02140	Sobic.007G007900	0.81	O
AT1G02145	Sobic.006G166200	0.60	O
AT1G02150	Sobic.006G166000	0.42	O
AT1G02160	Sobic.006G255801	0.66	O
AT1G02170	Sobic.001G294000	0.76	O
AT1G02180	Sobic.004G359500	0.38	O
AT1G02190	Sobic.001G222700	0.56	PAM
AT1G02190	Sobic.004G218100	0.55	PAM
AT1G02190	Sobic.004G342000	0.49	O
AT1G02190	Sobic.006G144500	0.52	PAM
AT1G02190	Sobic.008G076200	0.38	O
AT1G02190	Sobic.008G076250	0.37	O
AT1G02205	Sobic.001G222700	0.58	PAM
AT1G02205	Sobic.004G218100	0.55	PAM
AT1G02205	Sobic.004G342000	0.55	O
AT1G02205	Sobic.006G144500	0.55	PAM
AT1G02205	Sobic.008G076200	0.47	O
AT1G02205	Sobic.008G076250	0.39	O
AT1G02260	Sobic.001G504000	0.65	PAM
AT1G02260	Sobic.004G350000	0.64	O
AT1G02270	Sobic.001G263100	0.54	O
AT1G02280	Sobic.001G441200	0.54	O
AT1G02300	Sobic.002G315800	0.59	O
AT1G02305	Sobic.002G315800	0.62	O
AT1G02310	Sobic.004G309700	0.47	O
AT1G02330	Sobic.001G358500	0.59	O
AT1G02335	Sobic.002G053900	0.57	O
AT1G02335	Sobic.003G060000	0.58	O
AT1G02335	Sobic.003G112200	0.51	O
AT1G02335	Sobic.003G136200	0.58	O
AT1G02335	Sobic.003G427700	0.54	O
AT1G02335	Sobic.003G427800	0.53	O
AT1G02335	Sobic.003G427900	0.49	O
AT1G02360	Sobic.003G137600	0.61	O
AT1G02360	Sobic.009G035900	0.61	O
AT1G02370	Sobic.003G144000	0.39	O
AT1G02390	Sobic.001G026100	0.42	O
AT1G02390	Sobic.003G114200	0.40	O
AT1G02390	Sobic.003G142500	0.43	O
AT1G02390	Sobic.005G214400	0.44	O
AT1G02390	Sobic.008G130800	0.42	O
AT1G02400	Sobic.003G154100	0.48	O
AT1G02400	Sobic.009G053700	0.48	O
AT1G02410	Sobic.001G112400	0.58	O
AT1G02420	Sobic.001G462401	0.50	O
AT1G02430	Sobic.004G277800	0.43	O
AT1G02440	Sobic.004G277800	0.40	O
AT1G02460	Sobic.003G141800	0.54	O
AT1G02470	Sobic.003G152800	0.38	O
AT1G02475	Sobic.003G152800	0.49	O
AT1G02500	Sobic.003G140000	0.91	O
AT1G02500	Sobic.003G151600	0.93	O
AT1G02500	Sobic.009G033600	0.92	O
AT1G02560	Sobic.001G395300	0.71	O
AT1G02610	Sobic.003G144600	0.39	O
AT1G02610	Sobic.009G105300	0.37	O
AT1G02630	Sobic.007G073700	0.43	O
AT1G02640	Sobic.005G211500	0.60	O
AT1G02650	Sobic.001G397700	0.43	O
AT1G02650	Sobic.002G426900	0.41	O
AT1G02660	Sobic.003G115700	0.44	O
AT1G02660	Sobic.009G054500	0.45	O
AT1G02670	Sobic.002G315100	0.47	O
AT1G02680	Sobic.003G155700	0.57	O
AT1G02690	Sobic.003G115100	0.70	PAM
AT1G02690	Sobic.009G050700	0.69	PAM
AT1G02700	Sobic.002G416100	0.30	O
AT1G02720	Sobic.001G400102	0.69	O
AT1G02730	Sobic.008G125700	0.72	O
AT1G02740	Sobic.004G129300	0.47	O
AT1G02780	Sobic.003G196800	0.81	O
AT1G02780	Sobic.004G045300	0.83	O
AT1G02780	Sobic.010G069400	0.81	O
AT1G02790	Sobic.003G173800	0.37	O
AT1G02790	Sobic.004G080000	0.36	O
AT1G02790	Sobic.010G161400	0.39	O
AT1G02790	Sobic.010G190001	0.41	O
AT1G02790	Sobic.010G190100	0.41	O
AT1G02800	Sobic.003G148500	0.66	O
AT1G02800	Sobic.004G021400	0.59	PAM
AT1G02800	Sobic.004G248100	0.58	PAM
AT1G02800	Sobic.007G017300	0.58	PAM
AT1G02810	Sobic.003G148300	0.55	O
AT1G02810	Sobic.009G111000	0.53	O
AT1G02813	Sobic.009G111500	0.37	O
AT1G02813	Sobic.009G111600	0.38	O
AT1G02816	Sobic.009G111500	0.44	O
AT1G02816	Sobic.009G111600	0.42	O
AT1G02820	Sobic.003G149100	0.35	O
AT1G02820	Sobic.003G149200	0.33	O
AT1G02820	Sobic.009G111700	0.32	O
AT1G02830	Sobic.001G376600	0.65	O
AT1G02830	Sobic.002G159000	0.44	O
AT1G02830	Sobic.002G414700	0.64	O
AT1G02830	Sobic.003G140500	0.46	O
AT1G02840	Sobic.001G375700	0.65	O
AT1G02840	Sobic.003G149800	0.64	O
AT1G02840	Sobic.009G113100	0.64	O
AT1G02850	Sobic.001G123300	0.45	PAM
AT1G02850	Sobic.001G153800	0.44	PAM
AT1G02850	Sobic.001G458400	0.46	PAM
AT1G02850	Sobic.001G458600	0.46	PAM
AT1G02850	Sobic.002G261400	0.51	PAM
AT1G02850	Sobic.002G261600	0.51	PAM
AT1G02850	Sobic.003G100000	0.44	PAM
AT1G02850	Sobic.003G332700	0.54	PAM
AT1G02850	Sobic.006G117000	0.45	PAM
AT1G02850	Sobic.006G117100	0.46	PAM
AT1G02850	Sobic.006G117300	0.46	PAM
AT1G02850	Sobic.006G117400	0.46	PAM
AT1G02850	Sobic.006G117600	0.45	PAM
AT1G02850	Sobic.006G145300	0.45	PAM
AT1G02850	Sobic.006G145400	0.45	PAM
AT1G02850	Sobic.006G145500	0.46	PAM
AT1G02850	Sobic.006G145600	0.47	PAM
AT1G02850	Sobic.009G113800	0.49	PAM
AT1G02850	Sobic.009G114000	0.53	PAM
AT1G02850	Sobic.010G132400	0.45	PAM
AT1G02850	Sobic.010G170300	0.52	PAM
AT1G02850	Sobic.010G233900	0.44	PAM
AT1G02860	Sobic.002G413700	0.61	O
AT1G02870	Sobic.009G114400	0.53	O
AT1G02880	Sobic.003G160500	0.60	O
AT1G02880	Sobic.003G414600	0.62	O
AT1G02880	Sobic.009G114500	0.58	O
AT1G02890	Sobic.001G375100	0.47	PAM
AT1G02890	Sobic.002G413000	0.49	PAM
AT1G02890	Sobic.005G207500	0.55	O
AT1G02890	Sobic.008G123232	0.40	O
AT1G02890	Sobic.008G123300	0.45	O
AT1G02900	Sobic.002G113500	0.37	PAM
AT1G02900	Sobic.003G117500	0.36	PAM
AT1G02900	Sobic.003G415500	0.35	PAM
AT1G02900	Sobic.008G119400	0.40	PAM
AT1G02910	Sobic.003G160800	0.63	O
AT1G02970	Sobic.004G032900	0.48	O
AT1G03000	Sobic.006G216800	0.52	O
AT1G03010	Sobic.001G373500	0.58	O
AT1G03020	Sobic.003G418500	0.43	O
AT1G03030	Sobic.008G156700	0.54	O
AT1G03040	Sobic.001G056300	0.52	O
AT1G03040	Sobic.002G054600	0.51	O
AT1G03050	Sobic.003G377400	0.41	O
AT1G03050	Sobic.009G143600	0.48	O
AT1G03055	Sobic.005G168200	0.41	O
AT1G03060	Sobic.001G093800	0.65	O
AT1G03070	Sobic.001G057800	0.60	O
AT1G03070	Sobic.001G092600	0.70	O
AT1G03070	Sobic.002G051700	0.68	O
AT1G03090	Sobic.008G160700	0.64	O
AT1G03100	Sobic.001G245000	0.53	O
AT1G03103	Sobic.001G059700	0.33	PAM
AT1G03103	Sobic.001G128500	0.33	PAM
AT1G03110	Sobic.001G091900	0.53	O
AT1G03140	Sobic.001G125100	0.54	O
AT1G03140	Sobic.002G346900	0.60	O
AT1G03150	Sobic.001G126200	0.89	O
AT1G03160	Sobic.009G125400	0.49	O
AT1G03180	Sobic.003G152500	0.42	O
AT1G03190	Sobic.009G040800	0.77	O
AT1G03210	Sobic.001G328000	0.42	O
AT1G03210	Sobic.003G124100	0.47	O
AT1G03210	Sobic.003G124200	0.48	O
AT1G03220	Sobic.009G131400	0.48	O
AT1G03230	Sobic.009G131400	0.47	O
AT1G03250	Sobic.005G033200	0.53	O
AT1G03250	Sobic.007G122932	0.42	O
AT1G03260	Sobic.002G399500	0.71	O
AT1G03270	Sobic.009G128500	0.68	O
AT1G03280	Sobic.001G260400	0.56	O
AT1G03290	Sobic.009G135800	0.31	O
AT1G03310	Sobic.009G127500	0.47	O
AT1G03340	Sobic.009G038701	0.32	O
AT1G03350	Sobic.002G398800	0.34	O
AT1G03350	Sobic.003G127400	0.30	O
AT1G03360	Sobic.006G251600	0.63	O
AT1G03370	Sobic.004G082800	0.48	O
AT1G03370	Sobic.007G221100	0.53	O
AT1G03370	Sobic.010G123400	0.57	O
AT1G03370	Sobic.010G187700	0.49	O
AT1G03380	Sobic.009G133500	0.47	O
AT1G03400	Sobic.005G102200	0.46	PAM
AT1G03400	Sobic.006G028300	0.45	O
AT1G03400	Sobic.006G028400	0.44	O
AT1G03400	Sobic.006G028500	0.45	O
AT1G03400	Sobic.006G028900	0.42	O
AT1G03400	Sobic.007G070400	0.44	PAM
AT1G03400	Sobic.008G112000	0.46	PAM
AT1G03400	Sobic.010G079700	0.46	PAM
AT1G03410	Sobic.005G102200	0.46	PAM
AT1G03410	Sobic.006G028300	0.48	O
AT1G03410	Sobic.006G028400	0.47	O
AT1G03410	Sobic.006G028500	0.47	O
AT1G03410	Sobic.006G028900	0.42	O
AT1G03410	Sobic.008G112000	0.44	PAM
AT1G03410	Sobic.010G079700	0.46	PAM
AT1G03440	Sobic.005G199700	0.47	O
AT1G03440	Sobic.009G134000	0.60	O
AT1G03457	Sobic.003G420100	0.58	O
AT1G03457	Sobic.009G118400	0.58	O
AT1G03470	Sobic.002G408000	0.34	O
AT1G03475	Sobic.006G210800	0.77	O
AT1G03475	Sobic.007G076700	0.71	O
AT1G03510	Sobic.001G009400	0.47	O
AT1G03520	Sobic.007G036800	0.61	O
AT1G03540	Sobic.010G189200	0.44	O
AT1G03540	Sobic.010G232700	0.43	O
AT1G03550	Sobic.002G340700	0.67	PAM
AT1G03550	Sobic.003G316850	0.66	PAM
AT1G03550	Sobic.009G189200	0.67	PAM
AT1G03560	Sobic.006G231400	0.49	O
AT1G03590	Sobic.002G342000	0.55	O
AT1G03600	Sobic.001G382100	0.57	O
AT1G03610	Sobic.001G207700	0.46	O
AT1G03610	Sobic.004G353700	0.41	O
AT1G03610	Sobic.006G155400	0.36	O
AT1G03620	Sobic.006G001100	0.64	O
AT1G03630	Sobic.001G206200	0.76	O
AT1G03630	Sobic.006G268200	0.72	O
AT1G03650	Sobic.001G204200	0.56	O
AT1G03650	Sobic.005G055150	0.33	O
AT1G03680	Sobic.010G279200	0.36	O
AT1G03687	Sobic.010G245000	0.52	O
AT1G03700	Sobic.009G088900	0.46	O
AT1G03730	Sobic.008G013300	0.46	O
AT1G03750	Sobic.001G191500	0.61	O
AT1G03760	Sobic.003G412400	0.33	O
AT1G03780	Sobic.002G313000	0.49	O
AT1G03810	Sobic.003G003000	0.60	O
AT1G03840	Sobic.003G001300	0.44	O
AT1G03860	Sobic.001G018200	0.77	O
AT1G03860	Sobic.002G101000	0.79	O
AT1G03870	Sobic.002G351000	0.35	O
AT1G03870	Sobic.003G250700	0.45	O
AT1G03870	Sobic.008G084200	0.39	O
AT1G03870	Sobic.009G232100	0.44	O
AT1G03870	Sobic.009G232200	0.30	O
AT1G03880	Sobic.009G007100	0.33	O
AT1G03890	Sobic.009G007100	0.31	O
AT1G03900	Sobic.001G220900	0.72	O
AT1G03905	Sobic.004G339300	0.74	O
AT1G03910	Sobic.001G053800	0.68	O
AT1G03920	Sobic.001G220800	0.69	O
AT1G03920	Sobic.008G163300	0.71	PAM
AT1G03920	Sobic.009G193400	0.70	PAM
AT1G03930	Sobic.001G220500	0.66	PAM
AT1G03930	Sobic.004G219000	0.67	PAM
AT1G03930	Sobic.004G339200	0.72	O
AT1G03930	Sobic.006G146800	0.70	PAM
AT1G03940	Sobic.002G139200	0.31	O
AT1G03940	Sobic.004G348700	0.33	O
AT1G03960	Sobic.001G220300	0.71	O
AT1G03960	Sobic.004G074900	0.60	O
AT1G03970	Sobic.003G368300	0.33	O
AT1G03980	Sobic.003G024200	0.56	O
AT1G03980	Sobic.003G024300	0.53	O
AT1G03990	Sobic.001G221200	0.48	O
AT1G03990	Sobic.001G221300	0.47	O
AT1G03990	Sobic.001G221400	0.48	O
AT1G03990	Sobic.004G218700	0.49	O
AT1G03990	Sobic.004G218900	0.48	O
AT1G04000	Sobic.004G218500	0.30	O
AT1G04000	Sobic.006G144800	0.31	O
AT1G04010	Sobic.004G341900	0.72	O
AT1G04020	Sobic.006G144700	0.32	O
AT1G04040	Sobic.001G382900	0.31	O
AT1G04040	Sobic.002G419500	0.30	O
AT1G04050	Sobic.004G218000	0.35	O
AT1G04050	Sobic.006G280100	0.30	O
AT1G04050	Sobic.007G161600	0.34	O
AT1G04070	Sobic.007G161700	0.49	O
AT1G04080	Sobic.001G461400	0.53	O
AT1G04090	Sobic.001G508100	0.53	O
AT1G04120	Sobic.001G508200	0.70	O
AT1G04130	Sobic.001G088500	0.55	O
AT1G04140	Sobic.002G159200	0.46	O
AT1G04140	Sobic.006G041600	0.49	O
AT1G04150	Sobic.004G343800	0.59	O
AT1G04160	Sobic.001G002200	0.64	O
AT1G04160	Sobic.002G117600	0.64	O
AT1G04160	Sobic.003G198800	0.63	PAM
AT1G04160	Sobic.004G344901	0.72	O
AT1G04160	Sobic.010G093600	0.61	PAM
AT1G04170	Sobic.002G341800	0.90	O
AT1G04180	Sobic.002G120300	0.57	O
AT1G04180	Sobic.002G120400	0.30	O
AT1G04180	Sobic.006G012200	0.65	O
AT1G04180	Sobic.007G163200	0.50	O
AT1G04190	Sobic.008G160000	0.70	O
AT1G04200	Sobic.003G312400	0.61	O
AT1G04210	Sobic.001G094000	0.43	O
AT1G04220	Sobic.001G247700	0.52	O
AT1G04220	Sobic.001G453200	0.58	PAM
AT1G04220	Sobic.001G495500	0.53	O
AT1G04220	Sobic.004G086800	0.68	PAM
AT1G04220	Sobic.005G168700	0.66	O
AT1G04220	Sobic.005G169000	0.31	O
AT1G04220	Sobic.005G193600	0.58	O
AT1G04220	Sobic.009G236100	0.62	PAM
AT1G04220	Sobic.009G241000	0.66	PAM
AT1G04220	Sobic.010G181500	0.70	PAM
AT1G04230	Sobic.001G056200	0.57	O
AT1G04240	Sobic.001G056100	0.44	O
AT1G04240	Sobic.001G161500	0.44	O
AT1G04240	Sobic.002G055900	0.46	O
AT1G04240	Sobic.002G273400	0.37	O
AT1G04240	Sobic.008G157000	0.45	O
AT1G04250	Sobic.001G094800	0.52	O
AT1G04250	Sobic.001G161601	0.54	O
AT1G04250	Sobic.003G044900	0.46	PAM
AT1G04250	Sobic.008G156900	0.55	O
AT1G04250	Sobic.009G085100	0.46	PAM
AT1G04270	Sobic.001G054900	0.86	O
AT1G04270	Sobic.002G056200	0.87	O
AT1G04270	Sobic.009G191200	0.87	O
AT1G04280	Sobic.001G162200	0.58	O
AT1G04280	Sobic.003G313200	0.58	O
AT1G04280	Sobic.009G191100	0.60	O
AT1G04290	Sobic.003G378301	0.44	O
AT1G04290	Sobic.006G085601	0.47	O
AT1G04290	Sobic.009G114800	0.48	O
AT1G04300	Sobic.003G313500	0.35	O
AT1G04300	Sobic.008G152900	0.46	O
AT1G04300	Sobic.008G153000	0.42	O
AT1G04300	Sobic.009G191000	0.36	O
AT1G04310	Sobic.002G327600	0.31	O
AT1G04310	Sobic.004G091600	0.31	O
AT1G04310	Sobic.004G349175	0.42	O
AT1G04310	Sobic.006G018800	0.40	O
AT1G04340	Sobic.006G029000	0.54	O
AT1G04350	Sobic.005G102200	0.46	PAM
AT1G04350	Sobic.006G028300	0.47	O
AT1G04350	Sobic.006G028400	0.45	O
AT1G04350	Sobic.006G028500	0.46	O
AT1G04350	Sobic.006G028900	0.43	O
AT1G04350	Sobic.007G070400	0.44	PAM
AT1G04350	Sobic.008G112000	0.47	PAM
AT1G04350	Sobic.010G079700	0.45	PAM
AT1G04370	Sobic.001G234500	0.45	PAM
AT1G04370	Sobic.001G502300	0.43	PAM
AT1G04370	Sobic.002G139300	0.53	PAM
AT1G04370	Sobic.007G164900	0.52	PAM
AT1G04380	Sobic.006G028300	0.46	O
AT1G04380	Sobic.006G028400	0.44	O
AT1G04380	Sobic.006G028500	0.46	O
AT1G04380	Sobic.006G028900	0.41	O
AT1G04390	Sobic.010G227100	0.33	O
AT1G04400	Sobic.010G138000	0.53	O
AT1G04410	Sobic.001G219300	0.90	PAM
AT1G04410	Sobic.006G170800	0.68	PAM
AT1G04420	Sobic.001G167900	0.65	O
AT1G04420	Sobic.001G168250	0.63	O
AT1G04430	Sobic.001G219800	0.71	O
AT1G04440	Sobic.004G339200	0.72	O
AT1G04440	Sobic.006G146800	0.68	PAM
AT1G04470	Sobic.001G222800	0.50	O
AT1G04470	Sobic.001G511100	0.52	O
AT1G04470	Sobic.009G031700	0.43	O
AT1G04480	Sobic.001G225700	0.98	PAM
AT1G04480	Sobic.001G510800	0.98	PAM
AT1G04480	Sobic.004G342400	0.98	PAM
AT1G04500	Sobic.001G510500	0.30	O
AT1G04510	Sobic.001G226000	0.71	O
AT1G04520	Sobic.001G509800	0.46	O
AT1G04550	Sobic.004G345600	0.37	O
AT1G04555	Sobic.004G344700	0.58	O
AT1G04560	Sobic.002G118300	0.62	O
AT1G04570	Sobic.002G119100	0.46	O
AT1G04580	Sobic.001G062300	0.55	O
AT1G04580	Sobic.001G062500	0.54	O
AT1G04580	Sobic.001G062600	0.53	O
AT1G04580	Sobic.002G043500	0.53	O
AT1G04580	Sobic.002G107000	0.53	O
AT1G04580	Sobic.002G107200	0.53	O
AT1G04580	Sobic.002G107400	0.53	O
AT1G04580	Sobic.002G107600	0.52	O
AT1G04590	Sobic.008G022400	0.36	O
AT1G04600	Sobic.001G002200	0.59	O
AT1G04600	Sobic.002G117600	0.58	O
AT1G04600	Sobic.004G344901	0.65	O
AT1G04610	Sobic.002G120300	0.55	O
AT1G04610	Sobic.006G012200	0.62	O
AT1G04610	Sobic.007G163200	0.48	O
AT1G04620	Sobic.007G162600	0.74	O
AT1G04630	Sobic.001G473400	0.79	O
AT1G04635	Sobic.010G260400	0.59	O
AT1G04640	Sobic.001G388900	0.61	O
AT1G04650	Sobic.001G507000	0.34	O
AT1G04680	Sobic.006G014400	0.73	O
AT1G04690	Sobic.004G345500	0.86	O
AT1G04700	Sobic.008G151100	0.32	O
AT1G04710	Sobic.001G230100	0.74	PAM
AT1G04710	Sobic.004G345800	0.75	PAM
AT1G04730	Sobic.001G427400	0.50	O
AT1G04750	Sobic.001G051200	0.87	PAM
AT1G04750	Sobic.002G068300	0.87	PAM
AT1G04760	Sobic.001G051200	0.84	PAM
AT1G04760	Sobic.001G493600	0.74	PAM
AT1G04760	Sobic.002G068300	0.85	PAM
AT1G04770	Sobic.009G190000	0.60	O
AT1G04780	Sobic.002G119700	0.67	O
AT1G04810	Sobic.006G208500	0.76	O
